"","Condition","List","GenderRating","NameShown","NameFirst","NameLast","He","She","Other","OtherType","Response","SubjID","SubjGender","SubjAge","SubjRace","SubjEd"
"171","first",1,1.28,"James","James",NA,1,0,0,"","he took his dog for a walk.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"172","first",1,2.12,"Chris","Chris",NA,1,0,0,"","he started singing along with the music.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"173","first",1,2.41,"Tommie","Tommie",NA,1,0,0,"","he deleted everything on it and gave it to his son.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"174","first",1,2.61,"Emerson","Emerson",NA,1,0,0,"","he walked to the kitchen and made dinner.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"175","first",1,3.61,"Stevie","Stevie",NA,1,0,0,"","he told his mother it was just what he wanted.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"176","first",1,3.75,"Quinn","Quinn",NA,1,0,0,"","he went outside and smoked a cigarette.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"177","first",1,3.87,"Reese","Reese",NA,0,0,1,"other subject","it tasted pretty good.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"178","first",1,4.22,"Taylor","Taylor",NA,1,0,0,"","he went to the bathroom to wash his hands.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"179","first",1,4.34,"Riley","Riley",NA,1,0,0,"","he felt a lot better and decided to keep jogging.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"180","first",1,4.39,"Jessie","Jessie",NA,0,1,0,"","she went to the kitchen and made a sandwich.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"181","first",1,4.73,"Kerry","Kerry",NA,0,1,0,"","she went to her math class.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"182","first",1,5.22,"Blair","Blair",NA,1,0,0,"","he turned out the light .","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"183","first",1,5.34,"Jackie","Jackie",NA,0,1,0,"","she drank the coffee she brought with her from home.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"184","first",1,5.59,"Jodie","Jodie",NA,0,1,0,"","she tried to find a good radio station.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"185","first",1,5.86,"Elisha","Elisha",NA,0,1,0,"","she sat down in a chair.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"186","first",1,6.24,"Ashley","Ashley",NA,0,1,0,"","she got a drink out of the refrigerator.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"187","first",1,6.73,"Mary","Mary",NA,0,1,0,"","she took some lessons from the local ski instructor.","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"188","first",1,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she looked at the writing that was on it. ","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"189","first",1,6.82,"Emily","Emily",NA,0,1,0,"","she started feeling better. ","R_1GwdxRc55a3xS1T","female","55 - 64","White","2 year degree"
"190","first",1,1.21,"Matthew","Matthew",NA,1,0,0,"","he made breakfast and then got dressed.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"191","first",1,1.24,"Brian","Brian",NA,1,0,0,"","he was tired so he turned in early.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"192","first",1,1.28,"James","James",NA,1,0,0,"","he checked his emails.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"193","first",1,2.12,"Chris","Chris",NA,1,0,0,"","he listened to his favorite band while washing the car.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"194","first",1,2.41,"Tommie","Tommie",NA,1,0,0,"","he downloaded all of his contacts to his new phone.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"195","first",1,2.61,"Emerson","Emerson",NA,1,0,0,"","he checked the door handle to be sure it was secured.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"196","first",1,3.61,"Stevie","Stevie",NA,1,0,0,"","he smiled and told his friend thank you.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"197","first",1,3.75,"Quinn","Quinn",NA,1,0,0,"","he bought a soda and some popcorn.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"198","first",1,3.87,"Reese","Reese",NA,0,1,0,"","she added honey for sweetness.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"199","first",1,4.22,"Taylor","Taylor",NA,1,0,0,"","he sat down and turned on the television to check the news.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"200","first",1,4.34,"Riley","Riley",NA,1,0,0,"","he turned the heat down.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"201","first",1,4.39,"Jessie","Jessie",NA,0,1,0,"","she asked her mom for a Popcicle.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"202","first",1,4.73,"Kerry","Kerry",NA,0,1,0,"","she called her friend Kyle.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"203","first",1,5.22,"Blair","Blair",NA,1,0,0,"","he set his alarm clock.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"204","first",1,5.34,"Jackie","Jackie",NA,0,1,0,"","she read a magazine.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"205","first",1,5.59,"Jodie","Jodie",NA,1,0,0,"","he went over the store list in his mind.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"206","first",1,5.86,"Elisha","Elisha",NA,0,1,0,"","the phone rang and she answered it.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"207","first",1,6.24,"Ashley","Ashley",NA,0,1,0,"","she asked the waiter for extra napkins.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"208","first",1,6.73,"Mary","Mary",NA,0,1,0,"","she watched a video of how to do it and what things to avoid.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"209","first",1,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she stuck out her chest and grinned  proud she was such a good catcher.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"210","first",1,6.82,"Emily","Emily",NA,0,1,0,"","she took a shower.","R_1I4rHlSNAGLguPg","female","55 - 64","White","Some college"
"211","first",3,1.21,"Matthew","Matthew",NA,1,0,0,"","he yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"212","first",3,1.24,"Brian","Brian",NA,1,0,0,"","he yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"213","first",3,1.28,"James","James",NA,1,0,0,"","he yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"214","first",3,2.12,"Chris","Chris",NA,1,0,0,"","he yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"215","first",3,2.41,"Tommie","Tommie",NA,1,0,0,"","he yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"216","first",3,2.61,"Emerson","Emerson",NA,1,0,0,"","he yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"217","first",3,3.61,"Stevie","Stevie",NA,1,0,0,"","he yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"218","first",3,3.75,"Quinn","Quinn",NA,1,0,0,"","he yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"219","first",3,3.87,"Reese","Reese",NA,1,0,0,"","he yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"220","first",3,4.22,"Taylor","Taylor",NA,1,0,0,"","he yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"221","first",3,4.34,"Riley","Riley",NA,1,0,0,"","he yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"222","first",3,4.39,"Jessie","Jessie",NA,1,0,0,"","he yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"223","first",3,4.73,"Kerry","Kerry",NA,1,0,0,"","he yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"224","first",3,5.22,"Blair","Blair",NA,1,0,0,"","he yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"225","first",3,5.34,"Jackie","Jackie",NA,1,0,0,"","he yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"226","first",3,5.59,"Jodie","Jodie",NA,0,1,0,"","she yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"227","first",3,5.86,"Elisha","Elisha",NA,0,1,0,"","she yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"228","first",3,6.24,"Ashley","Ashley",NA,0,1,0,"","she yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"229","first",3,6.73,"Mary","Mary",NA,0,1,0,"","she yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"230","first",3,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"231","first",3,6.82,"Emily","Emily",NA,0,1,0,"","she yawned.","R_ZJpwicBtgchORBn","female","25 - 34","White","4 year degree"
"232","first",1,1.21,"Matthew","Matthew",NA,1,0,0,"","he fried up some eggs in the pan.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"233","first",1,1.24,"Brian","Brian",NA,1,0,0,"","he went to bed early.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"234","first",1,1.28,"James","James",NA,1,0,0,"","he sat down to watch his favorite television show.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"235","first",1,2.12,"Chris","Chris",NA,1,0,0,"","he rolled down his windows so other drivers could hear.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"236","first",1,2.41,"Tommie","Tommie",NA,1,0,0,"","he researched the newest models and their customer reviews.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"237","first",1,2.61,"Emerson","Emerson",NA,1,0,0,"","he called his friend to tell him how scared he was of the new neighbor.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"238","first",1,3.61,"Stevie","Stevie",NA,1,0,0,"","he was very happy and thanked the recipient.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"239","first",1,3.75,"Quinn","Quinn",NA,0,1,0,"","she bought some snacks.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"240","first",1,3.87,"Reese","Reese",NA,0,1,0,"","she spilled it on her shirt.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"241","first",1,4.22,"Taylor","Taylor",NA,0,1,0,"","she laid down to rest her body.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"242","first",1,4.34,"Riley","Riley",NA,1,0,0,"","he decided to take it off again.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"243","first",1,4.39,"Jessie","Jessie",NA,0,1,0,"","she sat in a lawn chair by the side of the pool.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"244","first",1,4.73,"Kerry","Kerry",NA,1,0,0,"","he was distraught by what his friend had said.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"245","first",1,5.22,"Blair","Blair",NA,0,1,0,"","she set her alarm clock for 8 AM.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"246","first",1,5.34,"Jackie","Jackie",NA,0,1,0,"","she engaged in small talk with a stranger.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"247","first",1,5.59,"Jodie","Jodie",NA,0,1,0,"","she honked her horn repeatedly.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"248","first",1,5.86,"Elisha","Elisha",NA,0,0,1,"other subject","the printer started to make funny noises and the paper jammed.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"249","first",1,6.24,"Ashley","Ashley",NA,0,1,0,"","she called her friends to invite them over.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"250","first",1,6.73,"Mary","Mary",NA,0,1,0,"","she got lessons from an instructor.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"251","first",1,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she spit on the ball and smirked at the person who was about to receive it.","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"252","first",1,6.82,"Emily","Emily",NA,0,1,0,"","the sweat dripping down her face began to dissipate. ","R_1kMRFoy36zgFteU","male","25 - 34","White","Professional degree"
"253","first",3,1.21,"Matthew","Matthew",NA,1,0,0,"","He watched a movie","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"254","first",3,1.24,"Brian","Brian",NA,1,0,0,"","he spoke to his Friend Dan","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"255","first",3,1.28,"James","James",NA,1,0,0,"","he called out his friend ","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"256","first",3,2.12,"Chris","Chris",NA,1,0,0,"","he sat at the sofa to watch TV","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"257","first",3,2.41,"Tommie","Tommie",NA,1,0,0,"","he called his sister who was a nurse","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"258","first",3,2.61,"Emerson","Emerson",NA,1,0,0,"","he browsed through his phone ","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"259","first",3,3.61,"Stevie","Stevie",NA,1,0,0,"","he stretched at the field ","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"260","first",3,3.75,"Quinn","Quinn",NA,1,0,0,"","he spoke to the host","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"261","first",3,3.87,"Reese","Reese",NA,1,0,0,"","he washed his hands ","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"262","first",3,4.22,"Taylor","Taylor",NA,1,0,0,"","he made some toast","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"263","first",3,4.34,"Riley","Riley",NA,1,0,0,"","he poured himself a glass","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"264","first",3,4.39,"Jessie","Jessie",NA,1,0,0,"","he sat at the kitchen counter to relax","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"265","first",3,4.73,"Kerry","Kerry",NA,1,0,0,"","he went back to the study","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"266","first",3,5.22,"Blair","Blair",NA,1,0,0,"","he decided to call his mum","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"267","first",3,5.34,"Jackie","Jackie",NA,1,0,0,"","he wore his clothes","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"268","first",3,5.59,"Jodie","Jodie",NA,1,0,0,"","he drunk a glass of wine ","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"269","first",3,5.86,"Elisha","Elisha",NA,1,0,0,"","he stirred it with a straw","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"270","first",3,6.24,"Ashley","Ashley",NA,1,0,0,"","he removed his shirt ","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"271","first",3,6.73,"Mary","Mary",NA,0,1,0,"","she wrote a reply","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"272","first",3,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she watched  videos on how to ski","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"273","first",3,6.82,"Emily","Emily",NA,0,1,0,"","she read through to correct any error","R_3fuGwbwbpVKy669","female","25 - 34","Black or African American","4 year degree"
"274","first",2,1.21,"Matthew","Matthew",NA,1,0,0,"","he quickly thanked his mom.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"275","first",2,1.24,"Brian","Brian",NA,0,0,1,"other subject","they both took a nap.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"276","first",2,1.28,"James","James",NA,1,0,0,"","he felt overjoyed.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"277","first",2,2.12,"Chris","Chris",NA,1,0,0,"","he went to the bathroom.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"278","first",2,2.41,"Tommie","Tommie",NA,0,1,0,"","she went to bed.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"279","first",2,2.61,"Emerson","Emerson",NA,0,1,0,"","she took a bath.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"280","first",2,3.61,"Stevie","Stevie",NA,1,0,0,"","he started cooking dinner.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"281","first",2,3.75,"Quinn","Quinn",NA,1,0,0,"","he started to feel sick.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"282","first",2,3.87,"Reese","Reese",NA,0,1,0,"","she drank it all.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"283","first",2,4.22,"Taylor","Taylor",NA,0,1,0,"","she wiped the mud off.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"284","first",2,4.34,"Riley","Riley",NA,0,1,0,"","she made lunch.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"285","first",2,4.39,"Jessie","Jessie",NA,0,1,0,"","she started to sing.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"286","first",2,4.73,"Kerry","Kerry",NA,0,1,0,"","she took the jacket off.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"287","first",2,5.22,"Blair","Blair",NA,1,0,0,"","he took a nap.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"288","first",2,5.34,"Jackie","Jackie",NA,0,1,0,"","she watched others skiing.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"289","first",2,5.59,"Jodie","Jodie",NA,0,1,0,"","she sat in the chair.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"290","first",2,5.86,"Elisha","Elisha",NA,0,1,0,"","she gathered her things.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"291","first",2,6.24,"Ashley","Ashley",NA,0,1,0,"","she waited for a return call.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"292","first",2,6.73,"Mary","Mary",NA,0,0,1,"no subject","read the newspaper.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"293","first",2,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she washed her hands.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"294","first",2,6.82,"Emily","Emily",NA,0,1,0,"","she flipped through the radio stations.","R_OD9iXfTHxNdCxQ5","female","45 - 54","White","4 year degree"
"295","first",2,1.21,"Matthew","Matthew",NA,1,0,0,"","he made a face.","R_3QL6cDDFCEi5Uck","male","25 - 34","Other","Some college"
"296","first",2,1.24,"Brian","Brian",NA,1,0,0,"","he made the cat crash into the wall.","R_3QL6cDDFCEi5Uck","male","25 - 34","Other","Some college"
"297","first",2,1.28,"James","James",NA,1,0,0,"","he started to cry","R_3QL6cDDFCEi5Uck","male","25 - 34","Other","Some college"
"298","first",2,2.12,"Chris","Chris",NA,1,0,0,"","he went to the bathroom.","R_3QL6cDDFCEi5Uck","male","25 - 34","Other","Some college"
